dim_0,x,y,malaria,lst,rainfall
40,29.78333333333333,1.5249999999999995,0.2,-0.40291917,0.55454516
41,30.133333333333333,2.141666666666666,0.4,-1.0658671,1.6465675
42,33.21666666666666,-0.4250000000000007,0.03333333333333333,-1.7186326,-0.1338414
43,29.98333333333333,-1.0250000000000004,0.2,-0.8302677,-0.47024825
44,30.516666666666666,1.7749999999999995,0.06666666666666667,-0.6519174,-0.09101436
45,31.349999999999998,3.208333333333333,0.23333333333333334,0.83809,-0.39902744
46,34.233333333333334,3.0583333333333327,0.03333333333333333,1.3311466,-1.7333328
47,32.28333333333333,2.5749999999999997,0.36666666666666664,0.2316035,0.7249492
48,32.9,2.408333333333333,0.3,0.85560375,0.34990683
49,33.88333333333333,0.34166666666666634,0.26666666666666666,0.21772255,0.43602607
50,34.75,-0.4416666666666673,0.3333333333333333,0.21726099,0.5228647
51,31.95,0.024999999999999467,0.13333333333333333,-0.23127389,-0.3415304
52,30.98333333333333,-0.8583333333333334,0.06666666666666667,0.33614478,-1.4439065
53,31.7,0.2749999999999999,0.13333333333333333,-0.33642566,-0.32885742
54,32.766666666666666,3.408333333333333,0.3333333333333333,0.90120083,0.18858364
55,32.58333333333333,2.4749999999999996,0.36666666666666664,0.51391524,0.7183538
56,30.75,-1.0583333333333336,0.1,0.09129766,-0.90647775
57,32.849999999999994,3.425,0.36666666666666664,1.3195926,0.14818168
58,30.5,-1.1916666666666673,0.1,0.26720983,-1.1926003
59,34.08333333333333,-0.04166666666666696,0.16666666666666666,-0.067218445,-0.7367548
60,32.46666666666667,1.708333333333333,0.16666666666666666,-0.2918552,-0.69379914
61,33.016666666666666,0.5916666666666663,0.36666666666666664,-0.35980076,1.1388333
62,33.78333333333333,-0.9583333333333339,0.13333333333333333,-1.6784437,-0.66065234
63,30.083333333333332,1.4083333333333332,0.1,-0.34359884,0.19804172
64,30.216666666666665,3.2249999999999996,0.36666666666666664,-0.031992096,0.6004208
65,34.38333333333333,0.8749999999999996,0.3333333333333333,-0.08411408,0.9328821
66,31.599999999999998,2.925,0.3,0.5309883,-0.0849167
67,33.63333333333333,3.041666666666666,0.36666666666666664,1.3471968,0.5256787
68,30.833333333333332,1.2916666666666665,0.06666666666666667,-0.29673913,-0.5755804
69,31.5,3.8749999999999996,0.36666666666666664,0.6327651,0.025637362
70,33.266666666666666,2.141666666666666,0.23333333333333334,0.62746066,0.6678694
71,34.61666666666667,1.9916666666666663,0.3,1.1354884,-0.76251096
72,30.433333333333334,-0.47500000000000053,0.13333333333333333,-0.32008466,-0.33318818
73,32.416666666666664,3.008333333333333,0.36666666666666664,0.8302833,0.39954764
74,30.15,-0.541666666666667,0.16666666666666666,-0.89622736,0.21306558
75,34.516666666666666,-0.3250000000000002,0.03333333333333333,-1.1908553,0.3719562
76,30.833333333333332,3.608333333333333,0.3,0.3882777,0.29255405
77,34.949999999999996,1.5083333333333329,0.1,0.78096575,-0.88500315
78,33.4,1.8083333333333331,0.2,0.5869167,0.32244423
79,30.333333333333332,1.7583333333333329,0.2,-0.76172864,0.17602986
80,30.433333333333334,3.8749999999999996,0.3,0.26638088,0.5280354
81,34.78333333333333,2.375,0.03333333333333333,1.2086891,-2.01367
82,33.88333333333333,-0.1750000000000007,0.06666666666666667,-1.5842346,-0.5184994
83,33.75,3.7749999999999995,0.06666666666666667,0.5053859,-1.167413
84,33.416666666666664,-0.5083333333333337,0.06666666666666667,-1.6190416,-0.5050317
85,34.9,-0.1750000000000007,0.26666666666666666,0.6919765,-0.074843824
86,33.349999999999994,3.758333333333333,0.2,1.9742266,-0.92290294
87,32.516666666666666,1.1416666666666662,0.1,-0.14073949,0.3374756
88,30.549999999999997,-0.29166666666666696,0.2,-0.3895321,-0.16740209
89,31.133333333333333,3.675,0.26666666666666666,0.13305329,0.23315006
90,31.383333333333333,3.158333333333333,0.16666666666666666,1.1176312,-0.41464487
91,30.583333333333332,1.0249999999999995,0.1,-0.48852363,-0.20345162
92,34.483333333333334,-0.10833333333333339,0.23333333333333334,0.34374776,0.18988454
93,30.349999999999998,-0.27500000000000036,0.1,-0.79500824,0.2531862
94,31.93333333333333,2.4916666666666663,0.4,0.642723,0.31150645
95,32.449999999999996,-1.4416666666666673,0.2,-1.7100205,0.9306562
96,33.416666666666664,-1.2250000000000005,0.03333333333333333,-1.5823494,-0.91213334
97,29.583333333333332,-1.4750000000000005,0.06666666666666667,-0.18451275,-0.12122258
98,33.5,0.37499999999999956,0.3,-0.390631,0.40675986
99,33.71666666666667,-1.1083333333333334,0.03333333333333333,-1.7098436,-0.88314015
100,30.45,2.358333333333333,0.13333333333333333,-0.51363766,0.7064428
101,34.31666666666666,-1.208333333333334,0.26666666666666666,0.22567979,0.24840985
102,30.68333333333333,1.9249999999999998,0.2,-0.5308624,-0.25486347
103,31.166666666666664,2.0249999999999995,0.03333333333333333,-1.2443061,-0.8115682
104,30.799999999999997,1.4083333333333332,0.06666666666666667,-1.2846773,-0.9891503
105,29.75,1.4749999999999996,0.16666666666666666,-0.40131107,0.57506394
106,29.633333333333333,2.8916666666666666,0.5,-0.5563586,1.3272848
107,31.28333333333333,1.5916666666666663,0.03333333333333333,-0.034321282,-0.27237076
108,34.46666666666666,3.1249999999999996,0.03333333333333333,0.77685386,-1.9612559
109,32.699999999999996,2.1916666666666664,0.16666666666666666,0.40247512,0.25519776
110,32.58333333333333,0.9916666666666663,0.36666666666666664,-0.28754342,0.9179866
111,34.06666666666666,-1.2250000000000005,0.1,0.6946353,-0.6405162
112,34.96666666666666,-0.008333333333333748,0.3333333333333333,-0.09961845,0.71801245
113,30.433333333333334,-1.0583333333333336,0.06666666666666667,0.6994136,-1.4267919
114,30.25,3.758333333333333,0.2,0.27259752,0.5611205
115,31.68333333333333,1.4416666666666664,0.13333333333333333,0.13510323,-0.21816038
116,29.816666666666666,2.0916666666666663,0.43333333333333335,-1.1586702,1.5754768
117,29.966666666666665,1.0916666666666663,0.16666666666666666,-0.43692562,0.5884135
118,33.31666666666666,0.47499999999999964,0.23333333333333334,-0.31945556,0.5346945
119,34.13333333333333,0.19166666666666643,0.1,0.22003148,0.5325316
120,31.866666666666664,0.10833333333333339,0.16666666666666666,-0.29739127,0.027181681
121,31.166666666666664,0.2916666666666665,0.23333333333333334,-0.4245575,-0.0436911
122,33.849999999999994,-0.24166666666666714,0.1,-1.5864302,-0.48923692
123,31.133333333333333,0.9416666666666664,0.13333333333333333,-0.53019327,0.5631254
124,29.633333333333333,1.8416666666666663,0.3,-1.2407261,1.1652964
125,33.55,0.4083333333333332,0.13333333333333333,-0.1950472,0.3248226
126,33.38333333333333,-0.9416666666666673,0.13333333333333333,-1.7175947,-0.58974814
127,29.916666666666664,1.7583333333333329,0.13333333333333333,-1.0849448,0.7952184
128,29.9,1.1416666666666662,0.26666666666666666,-0.8201653,0.6567253
129,32.733333333333334,-1.3083333333333336,0.2,-1.750927,1.0737894
130,33.96666666666666,1.7249999999999996,0.2,1.2600801,-0.49571493
131,33.61666666666667,3.041666666666666,0.5333333333333333,1.3378669,0.5256787
132,34.55,0.6749999999999998,0.6333333333333333,0.54988843,1.8637613
133,31.049999999999997,0.5583333333333331,0.06666666666666667,-0.7413921,0.21551399
134,30.049999999999997,0.24166666666666625,0.16666666666666666,-1.0244241,-0.18313539
135,34.53333333333333,-0.9916666666666671,0.2,0.14609377,1.2069185
136,30.9,2.1249999999999996,0.13333333333333333,-0.20940067,-0.04905599
137,31.099999999999998,-1.3250000000000002,0.0,-0.08374888,-0.9205146
138,34.016666666666666,-0.20833333333333393,0.06666666666666667,-1.5451173,-0.49294162
139,30.45,1.708333333333333,0.03333333333333333,-0.9887756,-0.17880338
140,32.016666666666666,-0.541666666666667,0.2,-1.5492655,1.3784178
141,31.316666666666666,2.8249999999999997,0.16666666666666666,1.1254412,-0.9224751
142,31.116666666666664,-1.2416666666666671,0.13333333333333333,0.67226166,-0.91316855
143,29.883333333333333,0.024999999999999467,0.2,0.018096367,-0.9653298
144,30.633333333333333,1.5749999999999997,0.16666666666666666,-1.1656473,-0.8316406
145,34.13333333333333,-1.2250000000000005,0.16666666666666666,0.66901153,-0.43833002
146,32.733333333333334,-1.041666666666667,0.43333333333333335,-1.682032,2.161045
147,30.0,0.858333333333333,0.2,-0.6536944,0.6392168
148,34.46666666666666,1.0249999999999995,0.23333333333333334,-2.213098,1.4449153
149,31.15,2.258333333333333,0.13333333333333333,0.58875257,-0.73638254
150,34.68333333333333,-1.4250000000000007,0.13333333333333333,0.06761485,0.02217442
151,34.699999999999996,3.558333333333333,0.1,1.9723644,-3.3255115
152,30.133333333333333,2.658333333333333,0.2,-0.57053304,1.0517863
153,34.666666666666664,1.3749999999999996,0.3333333333333333,1.2788489,0.016152618
154,29.73333333333333,1.858333333333333,0.23333333333333334,-1.2586144,1.2140919
155,31.43333333333333,-0.5583333333333336,0.16666666666666666,0.013514101,-0.5577634
156,30.016666666666666,0.5416666666666665,0.16666666666666666,-2.215251,1.9234258
157,32.199999999999996,2.1916666666666664,0.3,-0.045608584,0.32211286
158,34.25,1.9249999999999998,0.23333333333333334,1.5786601,-0.08376836
159,31.416666666666664,0.10833333333333339,0.16666666666666666,-0.25773156,-0.15213355
160,31.18333333333333,2.458333333333333,0.13333333333333333,1.0257022,-0.9219445
161,31.849999999999998,0.20833333333333304,0.16666666666666666,-0.46919203,-0.17249897
162,32.38333333333333,1.3416666666666663,0.1,0.12861611,-0.26980108
163,30.016666666666666,-1.125,0.13333333333333333,-0.6974072,-0.67721975
164,30.53333333333333,-0.025000000000000355,0.16666666666666666,-0.44766212,-0.16001312
165,31.95,1.608333333333333,0.16666666666666666,0.34746712,-0.5286131
166,30.433333333333334,0.9916666666666663,0.3333333333333333,0.69746107,-0.29570562
167,31.383333333333333,0.9916666666666663,0.3333333333333333,-0.42110917,0.113281734
168,34.06666666666666,3.2416666666666663,0.1,0.97186273,-1.518719
169,30.599999999999998,2.4916666666666663,0.13333333333333333,-0.221535,0.4896137
170,30.116666666666667,2.758333333333333,0.3,-0.5095865,0.8878721
171,34.516666666666666,-0.19166666666666732,0.13333333333333333,-0.38361332,0.2679529
172,31.599999999999998,1.9416666666666664,0.06666666666666667,0.3661603,-0.30399868
173,31.45,1.5083333333333329,0.2,-0.08883378,-0.24282989
174,31.016666666666666,-0.4583333333333339,0.23333333333333334,0.12718049,-0.6827015
175,34.53333333333333,3.291666666666666,0.1,1.4346815,-2.547208
176,31.549999999999997,-1.208333333333334,0.3,-0.5504721,0.44958648
177,33.449999999999996,4.225,0.26666666666666666,0.69049925,-0.860347
178,31.4,1.7416666666666663,0.13333333333333333,0.12614073,-0.6668882
179,32.483333333333334,0.44166666666666643,0.13333333333333333,-0.59542584,0.8923454
180,34.28333333333333,3.0583333333333327,0.16666666666666666,1.3280065,-1.9802984
181,30.75,0.35833333333333295,0.16666666666666666,-0.32968777,0.15430893
182,30.583333333333332,0.17499999999999982,0.06666666666666667,-0.23072307,-0.032512397
183,31.25,-0.3916666666666666,0.23333333333333334,0.24774684,-0.71432316
184,29.75,-0.3416666666666668,0.06666666666666667,-1.6009369,-0.8320024
185,30.78333333333333,3.641666666666666,0.3,0.37577763,0.5038331
186,30.4,3.925,0.23333333333333334,0.4611828,0.43992585
187,35.0,-0.9250000000000007,0.3333333333333333,0.044570472,0.9827784
188,33.266666666666666,3.4416666666666664,0.3,1.4046096,-0.30093753
189,31.616666666666664,1.108333333333333,0.2,0.10711357,-0.18408366
190,29.766666666666666,0.3083333333333331,0.2,-1.2625095,0.6261582
191,31.73333333333333,-1.375,0.4666666666666667,-0.5110019,2.014796
192,29.583333333333332,3.658333333333333,0.2,-0.10543813,0.15233321
193,31.849999999999998,2.3916666666666666,0.3,1.0220481,0.19914378
194,30.616666666666667,0.4083333333333332,0.1,-0.44652984,0.3332803
195,33.28333333333333,1.8083333333333331,0.3333333333333333,0.46688038,0.4549947
196,32.43333333333333,3.2249999999999996,0.23333333333333334,1.1895535,0.17497614
197,34.25,-0.22500000000000053,0.13333333333333333,0.7749238,-0.5975252
198,33.599999999999994,2.541666666666666,0.36666666666666664,1.3913276,0.721337
199,33.449999999999996,3.641666666666666,0.26666666666666666,1.6577715,-0.7544363
200,34.733333333333334,3.3416666666666663,0.0,1.9104713,-3.1962147
201,32.266666666666666,-0.15833333333333321,0.13333333333333333,-1.5643883,1.502404
202,31.18333333333333,0.5249999999999999,0.16666666666666666,-0.67300653,0.12360679
203,34.86666666666667,0.1416666666666666,0.5,-0.32620934,1.885446
204,31.066666666666666,1.458333333333333,0.03333333333333333,-0.013140686,-1.0718338
205,32.06666666666666,0.125,0.2,-0.58645594,0.14269091
206,32.63333333333333,3.675,0.26666666666666666,0.711434,0.044455547
207,33.96666666666666,1.3249999999999997,0.3333333333333333,0.90028536,-0.011470893
208,29.833333333333332,1.9416666666666664,0.3333333333333333,-1.1397312,1.1592788
209,33.13333333333333,3.558333333333333,0.26666666666666666,1.3431988,-0.24465972
210,34.516666666666666,2.008333333333333,0.13333333333333333,1.4871397,-1.0367821
211,33.916666666666664,4.041666666666666,0.1,1.1608948,-1.9575521
212,29.683333333333334,-0.20833333333333393,0.13333333333333333,-1.5944778,-0.9103229
213,31.766666666666666,3.908333333333333,0.2,1.3932095,-0.3769322
214,33.916666666666664,4.125,0.03333333333333333,0.7795159,-1.7143027
215,33.0,3.675,0.4,1.4806811,-0.41861883
216,31.7,0.00833333333333286,0.13333333333333333,-0.25174215,-0.22737585
217,30.333333333333332,-1.2750000000000004,0.1,0.5381538,-1.4851604
218,32.5,0.19166666666666643,0.13333333333333333,-0.6038775,0.65871644
219,33.699999999999996,4.008333333333333,0.23333333333333334,1.8728966,-1.9570184
220,32.483333333333334,4.058333333333333,0.36666666666666664,0.6195992,0.7267211
221,30.166666666666664,2.8416666666666663,0.26666666666666666,-0.22488478,0.78879315
222,34.25,-0.791666666666667,0.13333333333333333,0.69003826,0.17337012
223,33.21666666666666,-0.7583333333333337,0.06666666666666667,-1.7387269,-0.15496
224,31.066666666666666,-0.49166666666666714,0.3,0.08510401,-0.64651155
225,33.96666666666666,3.8749999999999996,0.13333333333333333,1.2871307,-2.0141985
226,33.8,2.508333333333333,0.5,1.4941366,0.14653648
227,32.55,0.7416666666666663,0.4,-0.3875035,1.1790061
228,29.849999999999998,-1.458333333333334,0.03333333333333333,-1.18335,-0.81542295
229,30.73333333333333,-0.30833333333333357,0.16666666666666666,-0.03931584,-0.5747995
230,32.9,3.2249999999999996,0.4666666666666667,1.2356789,0.7575958
231,31.866666666666664,-1.4750000000000005,0.3333333333333333,-1.7143265,1.5163437
232,34.166666666666664,3.291666666666666,0.16666666666666666,1.1814183,-1.7320473
233,32.949999999999996,3.0749999999999997,0.36666666666666664,1.0117792,0.69142056
234,30.299999999999997,-0.49166666666666714,0.16666666666666666,-0.69338226,0.034670275
235,30.366666666666667,1.5749999999999997,0.16666666666666666,-0.45144662,-0.4278864
236,29.616666666666667,-1.3083333333333336,0.26666666666666666,-0.8683919,0.6229124
237,32.983333333333334,-0.4083333333333332,0.13333333333333333,-1.7207855,0.5295672
238,32.233333333333334,2.425,0.1,0.15014549,0.5993671
239,32.949999999999996,-0.9750000000000005,0.2,-1.7588211,1.027564
240,33.199999999999996,-1.0750000000000002,0.03333333333333333,-1.7315143,-0.30215257
241,34.266666666666666,-1.0750000000000002,0.16666666666666666,0.58432746,0.1417022
242,33.766666666666666,-0.9750000000000005,0.06666666666666667,-1.692797,-0.66065234
243,33.266666666666666,2.175,0.5,0.93827295,0.7598512
244,33.21666666666666,1.3249999999999997,0.13333333333333333,-1.3337356,0.10317885
245,30.466666666666665,-0.4250000000000007,0.13333333333333333,-0.38751063,-0.36809146
246,30.766666666666666,-0.30833333333333357,0.1,-0.19720009,-0.4992429
247,30.799999999999997,2.0916666666666663,0.26666666666666666,-0.36721593,-0.21543229
248,31.53333333333333,0.4249999999999998,0.13333333333333333,-0.50354177,-0.2674994
249,30.116666666666667,-1.1916666666666673,0.1,-0.46220392,-1.0133363
250,31.28333333333333,-0.9583333333333339,0.16666666666666666,0.24083702,-0.78383756
251,31.75,-1.125,0.23333333333333334,-0.6607151,0.9771354
252,30.93333333333333,-0.791666666666667,0.1,-0.22303577,-1.0598991
253,34.86666666666667,3.3749999999999996,0.1,1.7884775,-3.2869868
254,32.68333333333333,3.8249999999999997,0.2,0.31161222,0.39919916
255,33.56666666666666,1.708333333333333,0.3333333333333333,0.5678162,0.80951786
256,32.916666666666664,-0.4416666666666673,0.03333333333333333,-1.8023946,0.5673307
257,31.349999999999998,-0.7250000000000005,0.13333333333333333,-0.86151874,-0.58033174
258,33.28333333333333,2.3916666666666666,0.4,0.9928692,0.74106514
259,31.883333333333333,3.658333333333333,0.16666666666666666,0.3754442,-0.30418417
260,31.966666666666665,4.008333333333333,0.1,0.89034665,0.05709979
261,30.966666666666665,3.8249999999999997,0.3333333333333333,0.42213744,0.23731118
262,34.03333333333333,3.258333333333333,0.06666666666666667,1.1128234,-1.4101189
263,30.73333333333333,0.024999999999999467,0.23333333333333334,-0.4111644,-0.55366856
264,31.48333333333333,-1.2583333333333337,0.16666666666666666,-0.032590546,-0.17095673
265,33.016666666666666,-0.6416666666666666,0.06666666666666667,-1.6807668,0.45554408
266,32.78333333333333,0.24166666666666625,0.06666666666666667,-0.7828082,0.9382924
267,33.949999999999996,2.1916666666666664,0.43333333333333335,1.3671395,0.3760123
268,35.016666666666666,0.19166666666666643,0.26666666666666666,-0.12442314,1.5263653
269,29.866666666666667,3.608333333333333,0.06666666666666667,-0.112070344,0.51961726
270,34.849999999999994,3.108333333333333,0.1,1.1254587,-2.6946745
271,33.11666666666667,0.7416666666666663,0.23333333333333334,-0.20100322,0.7563178
272,30.616666666666667,2.058333333333333,0.2,-0.66202885,0.3549962
273,34.11666666666667,2.8416666666666663,0.06666666666666667,1.1006162,-1.0897865
274,32.93333333333333,-1.2416666666666671,0.06666666666666667,-1.7014087,0.41250074
275,34.199999999999996,2.8916666666666666,0.16666666666666666,0.97257996,-1.3022352
276,34.71666666666666,3.308333333333333,0.0,1.6591786,-3.1962147
277,34.13333333333333,3.0249999999999995,0.1,1.3134669,-1.5642616
278,32.166666666666664,3.908333333333333,0.2,1.8447043,-0.31909466
279,30.116666666666667,-0.3916666666666666,0.03333333333333333,-1.0777572,0.45608845
280,29.866666666666667,3.558333333333333,0.26666666666666666,-0.012358815,0.71807414
281,30.73333333333333,-0.4583333333333339,0.03333333333333333,-0.16992933,-0.78231156
282,34.983333333333334,-1.291666666666667,0.13333333333333333,0.19966397,-0.12812845
283,32.916666666666664,2.8083333333333327,0.3333333333333333,1.0858488,0.54872215
284,32.849999999999994,2.4749999999999996,0.36666666666666664,0.82877433,0.58875567
285,30.216666666666665,3.641666666666666,0.4,0.04604332,0.57765615
286,30.45,1.5916666666666663,0.13333333333333333,-0.6095411,-0.5900003
287,34.699999999999996,0.8249999999999997,0.26666666666666666,0.5091512,0.58230495
288,31.883333333333333,0.041666666666666075,0.26666666666666666,-0.15290667,-0.31958982
289,34.68333333333333,1.7249999999999996,0.13333333333333333,-0.32320887,0.18555003
290,30.866666666666664,2.108333333333333,0.2,-0.19487692,0.07652986
291,33.78333333333333,0.25833333333333286,0.3333333333333333,0.12359199,0.07842264
292,32.449999999999996,2.158333333333333,0.16666666666666666,0.7868911,-0.27710417
293,32.35,1.0249999999999995,0.2,-0.3171773,0.56116134
294,34.46666666666666,0.39166666666666616,0.5,0.15848434,1.2050385
295,31.549999999999997,2.5916666666666663,0.16666666666666666,0.67008245,-0.47123736
296,33.83333333333333,0.5916666666666663,0.43333333333333335,0.6152738,0.95694005
297,32.55,3.0583333333333327,0.16666666666666666,0.67515147,0.4174659
298,33.199999999999996,2.208333333333333,0.3,0.8039105,0.6090173
299,33.25,2.3916666666666666,0.3,0.9322452,0.78100735
